m,TagName,
"2016-11-01 00:00:00","java","15676"
"2016-11-01 00:00:00","ruby","1759"
"2016-11-01 00:00:00","c++","6099"
"2016-11-01 00:00:00","php","11981"
"2016-11-01 00:00:00","r","3565"
"2016-11-01 00:00:00","go","478"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4366"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","java","13859"
"2016-12-01 00:00:00","r","3152"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","javascript","19823"
"2016-12-01 00:00:00","c","2800"
"2016-12-01 00:00:00","c#","10701"
"2016-12-01 00:00:00","php","11499"
"2016-12-01 00:00:00","go","497"
"2016-12-01 00:00:00","ruby","1629"
"2016-12-01 00:00:00","python","13071"
"2016-12-01 00:00:00","c++","5240"
"2016-12-01 00:00:00","swift","3944"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c++","5658"
"2017-01-01 00:00:00","java","14596"
"2017-01-01 00:00:00","c#","11701"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21428"
"2017-01-01 00:00:00","c","2764"
"2017-01-01 00:00:00","go","562"
"2017-01-01 00:00:00","php","12651"
"2017-01-01 00:00:00","ruby","1823"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","swift","4344"
"2017-01-01 00:00:00","python","14306"
"2017-01-01 00:00:00","r","3495"
"2017-02-01 00:00:00","python","14799"
"2017-02-01 00:00:00","java","14595"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","javascript","21204"
"2017-02-01 00:00:00","c","2730"
"2017-02-01 00:00:00","c#","11503"
"2017-02-01 00:00:00","perl","410"
"2017-02-01 00:00:00","ruby","1630"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5177"
"2017-02-01 00:00:00","php","12532"
"2017-02-01 00:00:00","swift","4069"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","r","3683"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c++","6233"
"2017-03-01 00:00:00","c","2971"
"2017-03-01 00:00:00","c#","12997"
"2017-03-01 00:00:00","java","17337"
"2017-03-01 00:00:00","python","17149"
"2017-03-01 00:00:00","perl","416"
"2017-03-01 00:00:00","javascript","23727"
"2017-03-01 00:00:00","r","4604"
"2017-03-01 00:00:00","ruby","1792"
"2017-03-01 00:00:00","go","654"
"2017-03-01 00:00:00","swift","4622"
"2017-03-01 00:00:00","php","14098"
"2017-04-01 00:00:00","c#","11102"
"2017-04-01 00:00:00","c","2861"
"2017-04-01 00:00:00","c++","5890"
"2017-04-01 00:00:00","python","15661"
"2017-04-01 00:00:00","javascript","21262"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","php","12457"
"2017-04-01 00:00:00","assembly","317"
"2017-04-01 00:00:00","ruby","1490"
"2017-04-01 00:00:00","java","15954"
"2017-04-01 00:00:00","swift","3925"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4266"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16359"
"2017-05-01 00:00:00","r","4323"
"2017-05-01 00:00:00","php","13062"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2746"
"2017-05-01 00:00:00","perl","357"
"2017-05-01 00:00:00","c#","12001"
"2017-05-01 00:00:00","python","16207"
"2017-05-01 00:00:00","javascript","22415"
"2017-05-01 00:00:00","c++","5312"
"2017-05-01 00:00:00","go","587"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4104"
"2017-06-01 00:00:00","javascript","21607"
"2017-06-01 00:00:00","perl","319"
"2017-06-01 00:00:00","c","2356"
"2017-06-01 00:00:00","go","576"
"2017-06-01 00:00:00","c#","11316"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4698"
"2017-06-01 00:00:00","python","16047"
"2017-06-01 00:00:00","java","14634"
"2017-06-01 00:00:00","r","4454"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4208"
"2017-06-01 00:00:00","php","11788"
"2017-07-01 00:00:00","c#","11213"
"2017-07-01 00:00:00","javascript","21634"
"2017-07-01 00:00:00","python","16943"
"2017-07-01 00:00:00","c","2054"
"2017-07-01 00:00:00","java","14166"
"2017-07-01 00:00:00","php","11809"
"2017-07-01 00:00:00","c++","5028"
"2017-07-01 00:00:00","assembly","222"
"2017-07-01 00:00:00","swift","4355"
"2017-07-01 00:00:00","ruby","1522"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4588"
"2017-08-01 00:00:00","java","13772"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10960"
"2017-08-01 00:00:00","c","2051"
"2017-08-01 00:00:00","python","16480"
"2017-08-01 00:00:00","go","612"
"2017-08-01 00:00:00","c++","4802"
"2017-08-01 00:00:00","javascript","21373"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","swift","4191"
"2017-08-01 00:00:00","r","4576"
"2017-08-01 00:00:00","php","11680"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9885"
"2017-09-01 00:00:00","c","2105"
"2017-09-01 00:00:00","python","15468"
"2017-09-01 00:00:00","java","12774"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4480"
"2017-09-01 00:00:00","perl","298"
"2017-09-01 00:00:00","javascript","19007"
"2017-09-01 00:00:00","r","4224"
"2017-09-01 00:00:00","ruby","1223"
"2017-09-01 00:00:00","php","10720"
"2017-09-01 00:00:00","swift","3782"
"2017-10-01 00:00:00","javascript","19896"
"2017-10-01 00:00:00","c","2789"
"2017-10-01 00:00:00","c#","10240"
"2017-10-01 00:00:00","php","10860"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","334"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","python","16974"
"2017-10-01 00:00:00","java","14029"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5228"
"2017-10-01 00:00:00","r","4546"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","swift","3905"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14203"
"2017-11-01 00:00:00","r","4517"
"2017-11-01 00:00:00","php","10629"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2963"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","c#","9815"
"2017-11-01 00:00:00","python","17011"
"2017-11-01 00:00:00","javascript","19431"
"2017-11-01 00:00:00","c++","5043"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1177"
"2017-11-01 00:00:00","swift","3677"
"2017-12-01 00:00:00","assembly","248"
"2017-12-01 00:00:00","c++","4465"
"2017-12-01 00:00:00","c#","8622"
"2017-12-01 00:00:00","java","11999"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","17006"
"2017-12-01 00:00:00","go","529"
"2017-12-01 00:00:00","c","2200"
"2017-12-01 00:00:00","php","9166"
"2017-12-01 00:00:00","ruby","1022"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","swift","3212"
"2017-12-01 00:00:00","python","14964"
"2017-12-01 00:00:00","r","3717"
"2018-01-01 00:00:00","python","16259"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","java","12363"
"2018-01-01 00:00:00","javascript","18946"
"2018-01-01 00:00:00","c#","9399"
"2018-01-01 00:00:00","c","2222"
"2018-01-01 00:00:00","c++","4764"
"2018-01-01 00:00:00","ruby","1164"
"2018-01-01 00:00:00","swift","3759"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10151"
"2018-01-01 00:00:00","go","546"
"2018-01-01 00:00:00","r","4202"
"2018-02-01 00:00:00","java","12058"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","283"
"2018-02-01 00:00:00","c#","8596"
"2018-02-01 00:00:00","c","2152"
"2018-02-01 00:00:00","python","16352"
"2018-02-01 00:00:00","go","583"
"2018-02-01 00:00:00","c++","4577"
"2018-02-01 00:00:00","javascript","17241"
"2018-02-01 00:00:00","ruby","1032"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","swift","3417"
"2018-02-01 00:00:00","r","4509"
"2018-02-01 00:00:00","php","9167"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19182"
"2018-03-01 00:00:00","c#","9812"
"2018-03-01 00:00:00","c","2479"
"2018-03-01 00:00:00","python","17925"
"2018-03-01 00:00:00","c++","5197"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","612"
"2018-03-01 00:00:00","perl","289"
"2018-03-01 00:00:00","ruby","1063"
"2018-03-01 00:00:00","java","13594"
"2018-03-01 00:00:00","php","9873"
"2018-03-01 00:00:00","r","5107"
"2018-03-01 00:00:00","swift","4068"
"2018-04-01 00:00:00","java","13520"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2200"
"2018-04-01 00:00:00","c#","9260"
"2018-04-01 00:00:00","javascript","17980"
"2018-04-01 00:00:00","php","8957"
"2018-04-01 00:00:00","c++","4674"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","254"
"2018-04-01 00:00:00","python","17001"
"2018-04-01 00:00:00","r","4738"
"2018-04-01 00:00:00","go","622"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3580"
"2018-05-01 00:00:00","assembly","297"
"2018-05-01 00:00:00","c#","9946"
"2018-05-01 00:00:00","c++","4701"
"2018-05-01 00:00:00","python","17594"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18094"
"2018-05-01 00:00:00","c","2378"
"2018-05-01 00:00:00","java","13494"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1035"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","swift","3629"
"2018-05-01 00:00:00","php","9495"
"2018-05-01 00:00:00","r","4733"
"2018-06-01 00:00:00","c","1841"
"2018-06-01 00:00:00","c#","8801"
"2018-06-01 00:00:00","assembly","208"
"2018-06-01 00:00:00","c++","4108"
"2018-06-01 00:00:00","java","11819"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","javascript","17203"
"2018-06-01 00:00:00","r","4498"
"2018-06-01 00:00:00","go","677"
"2018-06-01 00:00:00","php","8465"
"2018-06-01 00:00:00","python","16838"
"2018-06-01 00:00:00","ruby","993"
"2018-06-01 00:00:00","swift","3157"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11780"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9425"
"2018-07-01 00:00:00","go","696"
"2018-07-01 00:00:00","c","1606"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","python","17959"
"2018-07-01 00:00:00","r","4408"
"2018-07-01 00:00:00","javascript","17829"
"2018-07-01 00:00:00","php","8583"
"2018-07-01 00:00:00","c++","3920"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3679"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9534"
"2018-08-01 00:00:00","python","17836"
"2018-08-01 00:00:00","c","1696"
"2018-08-01 00:00:00","java","11385"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3937"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","javascript","17935"
"2018-08-01 00:00:00","ruby","882"
"2018-08-01 00:00:00","php","8557"
"2018-08-01 00:00:00","r","4131"
"2018-08-01 00:00:00","swift","3595"
"2018-09-01 00:00:00","c#","8420"
"2018-09-01 00:00:00","c++","3777"
"2018-09-01 00:00:00","python","16109"
"2018-09-01 00:00:00","c","1857"
"2018-09-01 00:00:00","assembly","263"
"2018-09-01 00:00:00","javascript","16079"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","678"
"2018-09-01 00:00:00","perl","207"
"2018-09-01 00:00:00","php","7750"
"2018-09-01 00:00:00","java","10839"
"2018-09-01 00:00:00","ruby","782"
"2018-09-01 00:00:00","r","3797"
"2018-09-01 00:00:00","swift","3152"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12628"
"2018-10-01 00:00:00","php","8285"
"2018-10-01 00:00:00","r","4388"
"2018-10-01 00:00:00","c#","9386"
"2018-10-01 00:00:00","c","2484"
"2018-10-01 00:00:00","c++","4353"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","javascript","17532"
"2018-10-01 00:00:00","ruby","905"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","swift","3296"
"2018-10-01 00:00:00","python","18275"
"2018-11-01 00:00:00","javascript","16295"
"2018-11-01 00:00:00","go","721"
"2018-11-01 00:00:00","python","18161"
"2018-11-01 00:00:00","c","2567"
"2018-11-01 00:00:00","c#","8540"
"2018-11-01 00:00:00","assembly","310"
"2018-11-01 00:00:00","java","11860"
"2018-11-01 00:00:00","c++","4404"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","ruby","837"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","3000"
"2018-11-01 00:00:00","r","4270"
"2018-11-01 00:00:00","php","7206"
"2018-12-01 00:00:00","javascript","14394"
"2018-12-01 00:00:00","java","10587"
"2018-12-01 00:00:00","c#","7617"
"2018-12-01 00:00:00","c","2233"
"2018-12-01 00:00:00","php","6325"
"2018-12-01 00:00:00","python","15881"
"2018-12-01 00:00:00","c++","3612"
"2018-12-01 00:00:00","assembly","235"
"2018-12-01 00:00:00","ruby","811"
"2018-12-01 00:00:00","delphi","176"
"2018-12-01 00:00:00","swift","2798"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3435"
"2019-01-01 00:00:00","delphi","218"
"2019-01-01 00:00:00","java","11162"
"2019-01-01 00:00:00","assembly","227"
"2019-01-01 00:00:00","c#","8836"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2321"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","python","17120"
"2019-01-01 00:00:00","r","3984"
"2019-01-01 00:00:00","javascript","16122"
"2019-01-01 00:00:00","php","7301"
"2019-01-01 00:00:00","c++","3946"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2931"
"2019-02-01 00:00:00","assembly","229"
"2019-02-01 00:00:00","c#","8434"
"2019-02-01 00:00:00","python","17688"
"2019-02-01 00:00:00","c","2082"
"2019-02-01 00:00:00","java","11124"
"2019-02-01 00:00:00","delphi","193"
"2019-02-01 00:00:00","c++","3786"
"2019-02-01 00:00:00","go","633"
"2019-02-01 00:00:00","perl","254"
"2019-02-01 00:00:00","javascript","15820"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7424"
"2019-02-01 00:00:00","r","4292"
"2019-02-01 00:00:00","swift","2704"
"2019-03-01 00:00:00","java","12212"
"2019-03-01 00:00:00","c++","4495"
"2019-03-01 00:00:00","delphi","188"
"2019-03-01 00:00:00","assembly","284"
"2019-03-01 00:00:00","javascript","17487"
"2019-03-01 00:00:00","c","2415"
"2019-03-01 00:00:00","c#","9046"
"2019-03-01 00:00:00","php","7911"
"2019-03-01 00:00:00","go","726"
"2019-03-01 00:00:00","perl","234"
"2019-03-01 00:00:00","python","20071"
"2019-03-01 00:00:00","r","4546"
"2019-03-01 00:00:00","ruby","849"
"2019-03-01 00:00:00","swift","2969"
"2019-04-01 00:00:00","delphi","207"
"2019-04-01 00:00:00","javascript","16310"
"2019-04-01 00:00:00","assembly","317"
"2019-04-01 00:00:00","c#","9199"
"2019-04-01 00:00:00","php","7348"
"2019-04-01 00:00:00","c++","4441"
"2019-04-01 00:00:00","c","2464"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11300"
"2019-04-01 00:00:00","swift","3110"
"2019-04-01 00:00:00","python","19971"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","r","4642"
"2019-05-01 00:00:00","c#","9112"
"2019-05-01 00:00:00","assembly","247"
"2019-05-01 00:00:00","c","2140"
"2019-05-01 00:00:00","delphi","172"
"2019-05-01 00:00:00","javascript","16265"
"2019-05-01 00:00:00","perl","223"
"2019-05-01 00:00:00","java","11247"
"2019-05-01 00:00:00","go","679"
"2019-05-01 00:00:00","c++","4183"
"2019-05-01 00:00:00","php","7108"
"2019-05-01 00:00:00","r","4345"
"2019-05-01 00:00:00","python","19054"
"2019-05-01 00:00:00","swift","3135"
"2019-05-01 00:00:00","ruby","760"
"2019-06-01 00:00:00","java","9755"
"2019-06-01 00:00:00","javascript","14949"
"2019-06-01 00:00:00","c#","7690"
"2019-06-01 00:00:00","go","535"
"2019-06-01 00:00:00","assembly","204"
"2019-06-01 00:00:00","php","6128"
"2019-06-01 00:00:00","c++","3707"
"2019-06-01 00:00:00","c","1763"
"2019-06-01 00:00:00","python","17419"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","ruby","704"
"2019-06-01 00:00:00","delphi","135"
"2019-06-01 00:00:00","swift","3116"
"2019-06-01 00:00:00","r","3993"
"2019-07-01 00:00:00","delphi","166"
"2019-07-01 00:00:00","assembly","190"
"2019-07-01 00:00:00","c++","4286"
"2019-07-01 00:00:00","c","1769"
"2019-07-01 00:00:00","c#","8495"
"2019-07-01 00:00:00","java","10911"
"2019-07-01 00:00:00","python","19875"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","javascript","16252"
"2019-07-01 00:00:00","r","4239"
"2019-07-01 00:00:00","ruby","760"
"2019-07-01 00:00:00","go","638"
"2019-07-01 00:00:00","swift","3062"
"2019-07-01 00:00:00","php","6727"
"2019-08-01 00:00:00","c#","7729"
"2019-08-01 00:00:00","c","1558"
"2019-08-01 00:00:00","c++","3301"
"2019-08-01 00:00:00","python","18102"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","637"
"2019-08-01 00:00:00","javascript","15261"
"2019-08-01 00:00:00","assembly","168"
"2019-08-01 00:00:00","php","5835"
"2019-08-01 00:00:00","java","9122"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","196"
"2019-08-01 00:00:00","swift","2559"
"2019-08-01 00:00:00","r","3955"
"2019-09-01 00:00:00","java","9705"
"2019-09-01 00:00:00","c","2013"
"2019-09-01 00:00:00","c#","7861"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","javascript","14904"
"2019-09-01 00:00:00","c++","3786"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","php","5598"
"2019-09-01 00:00:00","go","624"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","python","16931"
"2019-09-01 00:00:00","r","3948"
"2019-09-01 00:00:00","ruby","721"
"2019-09-01 00:00:00","swift","2565"
"2019-10-01 00:00:00","c#","8430"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c++","4848"
"2019-10-01 00:00:00","python","20504"
"2019-10-01 00:00:00","javascript","16017"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2489"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11259"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","php","6115"
"2019-10-01 00:00:00","swift","3121"
"2019-10-01 00:00:00","r","4393"
"2019-11-01 00:00:00","assembly","283"
"2019-11-01 00:00:00","c","2521"
"2019-11-01 00:00:00","c#","8044"
"2019-11-01 00:00:00","c++","4748"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","java","10356"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","javascript","15784"
"2019-11-01 00:00:00","php","6127"
"2019-11-01 00:00:00","r","4289"
"2019-11-01 00:00:00","go","612"
"2019-11-01 00:00:00","python","20672"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2897"
"2019-12-01 00:00:00","assembly","245"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9077"
"2019-12-01 00:00:00","c#","7233"
"2019-12-01 00:00:00","go","620"
"2019-12-01 00:00:00","python","18191"
"2019-12-01 00:00:00","c","2163"
"2019-12-01 00:00:00","c++","4220"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","ruby","670"
"2019-12-01 00:00:00","javascript","14342"
"2019-12-01 00:00:00","swift","2679"
"2019-12-01 00:00:00","r","3747"
"2019-12-01 00:00:00","php","5262"
"2020-01-01 00:00:00","assembly","231"
"2020-01-01 00:00:00","c#","7840"
"2020-01-01 00:00:00","c","2057"
"2020-01-01 00:00:00","python","20087"
"2020-01-01 00:00:00","java","10022"
"2020-01-01 00:00:00","delphi","166"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","c++","4254"
"2020-01-01 00:00:00","r","4142"
"2020-01-01 00:00:00","go","654"
"2020-01-01 00:00:00","ruby","767"
"2020-01-01 00:00:00","javascript","16074"
"2020-01-01 00:00:00","swift","2912"
"2020-01-01 00:00:00","php","5927"
"2020-02-01 00:00:00","c#","7746"
"2020-02-01 00:00:00","c","1997"
"2020-02-01 00:00:00","c++","4118"
"2020-02-01 00:00:00","python","20149"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","668"
"2020-02-01 00:00:00","javascript","15812"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","php","5722"
"2020-02-01 00:00:00","java","10113"
"2020-02-01 00:00:00","ruby","654"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","swift","2770"
"2020-02-01 00:00:00","r","4692"
"2020-03-01 00:00:00","java","11161"
"2020-03-01 00:00:00","go","659"
"2020-03-01 00:00:00","c","2501"
"2020-03-01 00:00:00","delphi","169"
"2020-03-01 00:00:00","c#","7829"
"2020-03-01 00:00:00","python","22838"
"2020-03-01 00:00:00","c++","4676"
"2020-03-01 00:00:00","assembly","299"
"2020-03-01 00:00:00","javascript","17638"
"2020-03-01 00:00:00","perl","201"
"2020-03-01 00:00:00","r","5124"
"2020-03-01 00:00:00","php","5727"
"2020-03-01 00:00:00","swift","2931"
"2020-03-01 00:00:00","ruby","712"
"2020-04-01 00:00:00","java","12741"
"2020-04-01 00:00:00","assembly","381"
"2020-04-01 00:00:00","c++","6252"
"2020-04-01 00:00:00","c#","8643"
"2020-04-01 00:00:00","c","3267"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","javascript","21007"
"2020-04-01 00:00:00","go","805"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6715"
"2020-04-01 00:00:00","ruby","771"
"2020-04-01 00:00:00","python","27799"
"2020-04-01 00:00:00","swift","3467"
"2020-04-01 00:00:00","r","6168"
"2020-05-01 00:00:00","java","12879"
"2020-05-01 00:00:00","c#","9011"
"2020-05-01 00:00:00","assembly","363"
"2020-05-01 00:00:00","delphi","205"
"2020-05-01 00:00:00","c","3450"
"2020-05-01 00:00:00","javascript","22694"
"2020-05-01 00:00:00","go","781"
"2020-05-01 00:00:00","c++","6655"
"2020-05-01 00:00:00","php","7013"
"2020-05-01 00:00:00","python","31085"
"2020-05-01 00:00:00","perl","215"
"2020-05-01 00:00:00","ruby","724"
"2020-05-01 00:00:00","r","6265"
"2020-05-01 00:00:00","swift","3677"
"2020-06-01 00:00:00","delphi","215"
"2020-06-01 00:00:00","java","12815"
"2020-06-01 00:00:00","c++","6090"
"2020-06-01 00:00:00","c","2724"
"2020-06-01 00:00:00","php","7040"
"2020-06-01 00:00:00","assembly","350"
"2020-06-01 00:00:00","c#","8922"
"2020-06-01 00:00:00","go","755"
"2020-06-01 00:00:00","javascript","23054"
"2020-06-01 00:00:00","perl","201"
"2020-06-01 00:00:00","python","31356"
"2020-06-01 00:00:00","r","6211"
"2020-06-01 00:00:00","ruby","665"
"2020-06-01 00:00:00","swift","3680"
"2020-07-01 00:00:00","delphi","209"
"2020-07-01 00:00:00","java","12287"
"2020-07-01 00:00:00","javascript","23069"
"2020-07-01 00:00:00","c++","5565"
"2020-07-01 00:00:00","c#","8786"
"2020-07-01 00:00:00","assembly","284"
"2020-07-01 00:00:00","c","2224"
"2020-07-01 00:00:00","python","30267"
"2020-07-01 00:00:00","php","6859"
"2020-07-01 00:00:00","r","5599"
"2020-07-01 00:00:00","go","698"
"2020-07-01 00:00:00","ruby","756"
"2020-07-01 00:00:00","perl","177"
"2020-07-01 00:00:00","swift","3446"
"2020-08-01 00:00:00","delphi","188"
"2020-08-01 00:00:00","javascript","20642"
"2020-08-01 00:00:00","perl","193"
"2020-08-01 00:00:00","java","10968"
"2020-08-01 00:00:00","assembly","273"
"2020-08-01 00:00:00","c#","7978"
"2020-08-01 00:00:00","r","5079"
"2020-08-01 00:00:00","c","2014"
"2020-08-01 00:00:00","python","26311"
"2020-08-01 00:00:00","php","5792"
"2020-08-01 00:00:00","c++","5093"
"2020-08-01 00:00:00","go","763"
"2020-08-01 00:00:00","ruby","604"
"2020-08-01 00:00:00","swift","3122"
"2020-09-01 00:00:00","java","10737"
"2020-09-01 00:00:00","delphi","182"
"2020-09-01 00:00:00","c","2284"
"2020-09-01 00:00:00","c#","7266"
"2020-09-01 00:00:00","javascript","19500"
"2020-09-01 00:00:00","assembly","306"
"2020-09-01 00:00:00","c++","4232"
"2020-09-01 00:00:00","go","812"
"2020-09-01 00:00:00","r","5389"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","ruby","572"
"2020-09-01 00:00:00","python","25069"
"2020-09-01 00:00:00","swift","3013"
"2020-09-01 00:00:00","php","5639"
"2020-10-01 00:00:00","c#","7007"
"2020-10-01 00:00:00","c++","4721"
"2020-10-01 00:00:00","python","26464"
"2020-10-01 00:00:00","assembly","381"
"2020-10-01 00:00:00","java","10776"
"2020-10-01 00:00:00","c","2523"
"2020-10-01 00:00:00","go","649"
"2020-10-01 00:00:00","javascript","19165"
"2020-10-01 00:00:00","delphi","194"
"2020-10-01 00:00:00","ruby","550"
"2020-10-01 00:00:00","r","5803"
"2020-10-01 00:00:00","swift","2753"
"2020-10-01 00:00:00","perl","175"
"2020-10-01 00:00:00","php","5458"
"2020-11-01 00:00:00","c","2901"
"2020-11-01 00:00:00","delphi","210"
"2020-11-01 00:00:00","go","601"
"2020-11-01 00:00:00","javascript","18180"
"2020-11-01 00:00:00","java","10300"
"2020-11-01 00:00:00","c#","6803"
"2020-11-01 00:00:00","assembly","412"
"2020-11-01 00:00:00","python","26008"
"2020-11-01 00:00:00","perl","152"
"2020-11-01 00:00:00","c++","4742"
"2020-11-01 00:00:00","php","5551"
"2020-11-01 00:00:00","ruby","587"
"2020-11-01 00:00:00","r","5630"
"2020-11-01 00:00:00","swift","2629"
"2020-12-01 00:00:00","delphi","213"
